method_id,run_id,sequence_index,sequence_id,sequence_sha256,checkpoint_seed,eval_seed,beta,gamma,K,task_count,completed_count,total_cost_pddl,mean_cost_pddl,total_actions,auto_success_count,auto_success_rate,source_json,source_sha256
anticipatory_dqn_beta1_25,anticipatory_dqn_beta1_25__seed8__seq08,8,iid-eval-seq-08,87c009d1e3bd03fa5e16a46f7b275c56a6ef8a18ac407425f4650a7f4ca63248,8,0,1.25,0.97,,50,50,53450.0,1069.0,433,10,0.2,runs/full_seq8_both_seed8.json,9e13c354cdc18a7fb7384f538846374355d90f7c05dd29ed3c0758e7829d50e6
anticipatory_dqn_beta1_25,anticipatory_dqn_beta1_25__seed8__seq09,9,iid-eval-seq-09,6ae017f60a6803c7ca2238368acbdf87ed6411c70bc3fffa12bfce71f8dc731a,8,0,1.25,0.97,,50,50,43025.0,860.5,363,9,0.18,runs/full_seq9_both_seed8.json,80d90ddfadc1fbaf019208f41e726e5c6693a2ec8e9c247149eef9d9b8d45246
anticipatory_dqn_beta1_25,anticipatory_dqn_beta1_25__seed16__seq00,0,iid-eval-seq-00,b9f56299ab63913fe07b0e9513abfd1a83809107f9bef4cb614cbfb9f798f0e6,16,0,1.25,0.97,,50,50,37875.0,757.5,334,16,0.32,runs/full_seq0_both_seed16.json,6f36b16e2b3fb1f9c41a3f89a66697c330d9f6dd9cf460cb7e6c48de810054a3
anticipatory_dqn_beta1_25,anticipatory_dqn_beta1_25__seed16__seq01,1,iid-eval-seq-01,32e56cebf5f9b0b1dd315e65671f9c00c83dc4391f37f3267b59eb934aa25a27,16,0,1.25,0.97,,50,50,40800.0,816.0,333,14,0.28,runs/full_seq1_both_seed16.json,483b0ff0f9034c50e089d96fd9e4968ecd527ed5302aca8ab16369d81da3767f
anticipatory_dqn_beta1_25,anticipatory_dqn_beta1_25__seed16__seq02,2,iid-eval-seq-02,0ebfe015cf9c9bedd6a2bb21e36385e39c163b34bafeaba83f5f732766f02cf2,16,0,1.25,0.97,,50,50,44650.0,893.0,376,8,0.16,runs/full_seq2_both_seed16.json,49a9026861f091f0c4929f56955475e96399ba784b071b1f9aa6cc191eb09298
anticipatory_dqn_beta1_25,anticipatory_dqn_beta1_25__seed16__seq03,3,iid-eval-seq-03,e3437ffcac376bf3ea5d751859212f6778d88875db803026db7d34eef69e0714,16,0,1.25,0.97,,50,50,51075.0,1021.5,327,12,0.24,runs/full_seq3_both_seed16.json,97375d8ccddf83b502c95a739326358c5ea8e3b9fa1682cb578056f0657b7569
anticipatory_dqn_beta1_25,anticipatory_dqn_beta1_25__seed16__seq04,4,iid-eval-seq-04,502732a7ff83502a0dd3136bcb3499307773c560375b78df4b7c4eb5e4f94e94,16,0,1.25,0.97,,50,50,32675.0,653.5,251,20,0.4,runs/full_seq4_both_seed16.json,3f80fa9995640b27fc19e2a1e229efa935a05900f79e66c12862ab37bdc7e9d2
anticipatory_dqn_beta1_25,anticipatory_dqn_beta1_25__seed16__seq05,5,iid-eval-seq-05,b40350df15f01488efc79a2867bfbe2c0cac06e31d9b4bdcb7da6ba9eb3b31be,16,0,1.25,0.97,,50,50,51150.0,1023.0,375,11,0.22,runs/full_seq5_both_seed16.json,5299dd6f631bd1b4e2955b431fd46ecd7b5c3ba0eae30ef427f5f54749afc9aa
anticipatory_dqn_beta1_25,anticipatory_dqn_beta1_25__seed16__seq06,6,iid-eval-seq-06,3aa36a695104f12fbab3d6c175726994f0cdf0279209a48b66ea7569f69bf19f,16,0,1.25,0.97,,50,50,40600.0,812.0,300,18,0.36,runs/full_seq6_both_seed16.json,1db16a62a125b7c84c0785b655973119ed29fe4ac66f5b676d1e2407059b0ee1
anticipatory_dqn_beta1_25,anticipatory_dqn_beta1_25__seed16__seq07,7,iid-eval-seq-07,7b40cf629c8d104a7cc0dc2ba956ac0fc6f3039d4192e2db4a22aaed075133a8,16,0,1.25,0.97,,50,50,51300.0,1026.0,404,5,0.1,runs/full_seq7_both_seed16.json,8d7e2f8937d88a124d4b358ac4e01eed5797580a6a055b81499bca8eae38c321
anticipatory_dqn_beta1_25,anticipatory_dqn_beta1_25__seed16__seq08,8,iid-eval-seq-08,87c009d1e3bd03fa5e16a46f7b275c56a6ef8a18ac407425f4650a7f4ca63248,16,0,1.25,0.97,,50,50,54775.0,1095.5,452,10,0.2,runs/full_seq8_both_seed16.json,3e5d36938809be2d590c755c82e3b9c05dd668eb06919d50c6f7d86298b2663e
anticipatory_dqn_beta1_25,anticipatory_dqn_beta1_25__seed16__seq09,9,iid-eval-seq-09,6ae017f60a6803c7ca2238368acbdf87ed6411c70bc3fffa12bfce71f8dc731a,16,0,1.25,0.97,,50,50,44075.0,881.5,374,9,0.18,runs/full_seq9_both_seed16.json,6e73d4802ca5d60ffadb887118d861090b60cedc277dbd4f8ae8588675b12d64
